date,store_name,brand,budget,actual_sales,variance,variance_pct,customer_count,avg_spend,year,month,month_name,quarter,day_of_week,is_weekend,week_of_year
2021-01-06,CARREFOUR,PIZZA INN,10730.475,2096.32,-8634.154999999999,-80.463865765495,150.0,13.975466666666664,2021,1,January,1,Wednesday,False,1
2021-01-06,CARREFOUR,CREAMY INN,4698.7570000000005,528.25,-4170.5070000000005,-88.75766505907839,147.0,3.5935374149659864,2021,1,January,1,Wednesday,False,1
2021-01-06,CARREFOUR,GALITOS,3088.2505,593.5,-2494.7505,-80.7819993876792,61.0,9.729508196721312,2021,1,January,1,Wednesday,False,1
2021-01-06,CITY MARKET,CHICKEN INN,2066.0640000000003,549.75,-1516.3140000000003,-73.3914341472481,141.0,3.898936170212766,2021,1,January,1,Wednesday,False,1
2021-01-06,CITY MARKET,PIZZA INN,1099.5739999999996,538.67,-560.9039999999997,-51.01102790717131,77.0,6.9957142857142856,2021,1,January,1,Wednesday,False,1
2021-01-06,JUNCTION,CHICKEN INN,6193.192500000001,1497.75,-4695.442500000001,-75.81618850051892,182.0,8.229395604395604,2021,1,January,1,Wednesday,False,1
2021-01-06,JUNCTION,PIZZA INN,12552.4179,3555.0,-8997.417899999999,-71.67876318075739,222.0,16.013513513513512,2021,1,January,1,Wednesday,False,1
2021-01-06,JUNCTION,CREAMY INN,2603.2842,464.5,-2138.7842,-82.15715364461552,73.0,6.363013698630137,2021,1,January,1,Wednesday,False,1
2021-01-06,JUNCTION,GALITOS,2938.4981999999995,746.25,-2192.2481999999995,-74.60437443861629,84.0,8.883928571428571,2021,1,January,1,Wednesday,False,1
2021-01-06,OASIS,CHICKEN INN,1701.540867850205,516.75,-1184.790867850205,-69.63046790331386,70.0,7.382142857142857,2021,1,January,1,Wednesday,False,1
2021-01-06,OASIS,PIZZA INN,5412.684767366264,1316.5,-4096.184767366264,-75.67750466575592,97.0,13.572164948453608,2021,1,January,1,Wednesday,False,1
2021-01-06,OASIS,CREAMY INN,504.9515731762595,78.5,-426.4515731762595,-84.45395476120268,19.0,4.131578947368421,2021,1,January,1,Wednesday,False,1
2021-01-07,LA PIAZZA,CHICKEN INN,1418.6635000000003,746.5,-672.1635000000003,-47.38005171769064,121.0,6.169421487603306,2021,1,January,1,Thursday,False,1
2021-01-07,LA PIAZZA,PIZZA INN,2088.4895,1498.25,-590.2395000000001,-28.261549794720064,144.0,10.40451388888889,2021,1,January,1,Thursday,False,1
2021-01-07,LA PIAZZA,CREAMY INN,628.7194999999998,337.75,-290.9694999999998,-46.27970024788477,96.0,3.5182291666666665,2021,1,January,1,Thursday,False,1
